rows,cols,obstacle_ratio,num_runs,id_scenario,run_num,origin,destination,lunghezza_OD,execution_time_OD,recursive_calls_OD,cache_hits_OD,total_unique_frontiers_OD,pruning_successes_OD,max_recursion_depth_OD,lunghezza_DO,execution_time_DO,recursive_calls_DO,cache_hits_DO,total_unique_frontiers_DO,pruning_successes_DO,max_recursion_depth_DO,correttezza_superata
15,15,0.25,10,ostacoli_3,1,"(2, 3)","(14, 8)",14.65685424949238,0.036581699969246984,33,0,66,38,4,14.65685424949238,0.008030100027099252,7,0,23,17,4,True
15,15,0.25,10,ostacoli_3,2,"(6, 5)","(11, 9)",7.242640687119286,0.01238510012626648,12,0,66,56,4,7.242640687119286,0.004243300063535571,4,0,36,33,3,True
15,15,0.25,10,ostacoli_3,3,"(7, 6)","(8, 13)",7.414213562373095,0.009552399860695004,9,0,46,46,3,7.414213562373095,0.002266900148242712,2,0,37,36,2,True
15,15,0.25,10,ostacoli_3,4,"(4, 5)","(8, 10)",6.656854249492381,0.006096899975091219,6,0,43,38,3,6.656854249492381,0.003029800020158291,3,0,42,40,2,True
15,15,0.25,10,ostacoli_3,5,"(0, 4)","(13, 9)",15.071067811865476,0.006588099990040064,6,0,60,55,3,15.071067811865476,0.01690039993263781,15,0,65,58,3,True
15,15,0.25,10,ostacoli_3,6,"(6, 3)","(9, 13)",11.242640687119286,0.001241699792444706,1,0,0,0,1,11.242640687119286,0.0010500999633222818,1,0,0,0,1,True
15,15,0.25,10,ostacoli_3,7,"(7, 2)","(11, 10)",9.656854249492381,0.563613000093028,521,23,102,36,8,9.65685424949238,0.005841000005602837,6,0,41,36,3,True
15,15,0.25,10,ostacoli_3,8,"(1, 1)","(12, 13)",16.556349186104047,0.0011361998040229082,1,0,0,0,1,16.556349186104047,0.0009483001194894314,1,0,0,0,1,True
15,15,0.25,10,ostacoli_3,9,"(2, 7)","(8, 9)",8.242640687119286,0.09190550004132092,92,8,112,139,7,8.242640687119284,0.030865400098264217,29,0,82,106,5,True
15,15,0.25,10,ostacoli_3,10,"(2, 2)","(13, 8)",13.485281374238571,0.26344070001505315,244,19,107,130,10,13.48528137423857,0.0049109000246971846,4,0,48,45,2,True
