rows,cols,obstacle_ratio,num_runs,id_scenario,run_num,origin,destination,lunghezza_OD,execution_time_OD,recursive_calls_OD,cache_hits_OD,total_unique_frontiers_OD,pruning_successes_OD,max_recursion_depth_OD,lunghezza_DO,execution_time_DO,recursive_calls_DO,cache_hits_DO,total_unique_frontiers_DO,pruning_successes_DO,max_recursion_depth_DO,correttezza_superata
15,15,0.3,10,ostacoli_4,1,"(5, 2)","(9, 10)",9.65685424949238,0.002903599990531802,3,0,34,32,2,9.65685424949238,0.0082483000587672,8,0,34,32,3,True
15,15,0.3,10,ostacoli_4,2,"(5, 4)","(10, 8)",8.071067811865476,0.03336030011996627,32,0,56,67,7,8.071067811865476,0.0037109998520463705,4,0,13,10,2,True
15,15,0.3,10,ostacoli_4,3,"(1, 7)","(11, 12)",12.899494936611665,0.03939590021036565,37,0,60,49,5,12.899494936611665,0.02221479988656938,22,0,68,62,5,True
15,15,0.3,10,ostacoli_4,4,"(5, 7)","(11, 9)",6.82842712474619,0.002967200009152293,3,0,27,25,2,6.82842712474619,0.0018179002217948437,2,0,38,37,2,True
15,15,0.3,10,ostacoli_4,5,"(1, 7)","(10, 10)",11.071067811865476,0.013028400018811226,13,0,59,56,4,11.071067811865476,0.21158569981344044,208,7,87,48,8,True
15,15,0.3,10,ostacoli_4,6,"(0, 6)","(8, 10)",9.65685424949238,0.002034400124102831,2,0,32,31,2,9.65685424949238,0.0029007999692112207,3,0,17,15,2,True
15,15,0.3,10,ostacoli_4,7,"(1, 1)","(11, 11)",15.313708498984763,0.4220386000815779,429,41,120,332,11,15.313708498984761,0.14339430001564324,151,16,88,121,7,True
15,15,0.3,10,ostacoli_4,8,"(1, 7)","(12, 8)",12.242640687119284,0.0021323999390006065,2,0,27,26,2,12.242640687119284,0.002102700062096119,2,0,9,8,2,True
15,15,0.3,10,ostacoli_4,9,"(4, 6)","(10, 11)",10.071067811865476,0.46375479991547763,454,19,98,932,12,10.071067811865476,0.16480170004069805,169,15,87,62,8,True
15,15,0.3,10,ostacoli_4,10,"(3, 7)","(10, 14)",10.485281374238571,0.006635300116613507,7,0,29,23,4,10.485281374238571,0.01165280002169311,12,0,52,45,4,True
