rows,cols,obstacle_ratio,num_runs,id_scenario,run_num,origin,destination,lunghezza_OD,execution_time_OD,recursive_calls_OD,cache_hits_OD,total_unique_frontiers_OD,pruning_successes_OD,max_recursion_depth_OD,lunghezza_DO,execution_time_DO,recursive_calls_DO,cache_hits_DO,total_unique_frontiers_DO,pruning_successes_DO,max_recursion_depth_DO,correttezza_superata
15,15,0.35,10,ostacoli_5,1,"(4, 1)","(8, 10)",11.242640687119284,0.41835110005922616,470,29,106,372,12,11.242640687119284,0.5180694998707622,538,19,111,20,10,True
15,15,0.35,10,ostacoli_5,2,"(7, 6)","(8, 12)",6.414213562373095,0.0009693000465631485,1,0,0,0,1,6.414213562373095,0.0008779000490903854,1,0,0,0,1,True
15,15,0.35,10,ostacoli_5,3,"(3, 7)","(13, 8)",12.071067811865476,0.11807539989240468,139,18,77,130,11,12.071067811865476,0.2789751999080181,319,24,94,441,8,True
15,15,0.35,10,ostacoli_5,4,"(2, 5)","(14, 10)",14.899494936611667,0.10102579998783767,112,5,77,200,7,14.899494936611665,0.019441100070253015,21,0,51,64,5,True
15,15,0.35,10,ostacoli_5,5,"(2, 6)","(13, 12)",14.899494936611664,0.31282290001399815,332,11,95,261,11,14.899494936611667,0.488530500093475,505,12,104,659,10,True
15,15,0.35,10,ostacoli_5,6,"(3, 0)","(9, 11)",13.485281374238571,0.008349900133907795,9,0,45,42,4,13.485281374238571,0.0036558001302182674,4,0,33,30,4,True
15,15,0.35,10,ostacoli_5,7,"(7, 4)","(9, 12)",11.071067811865476,1.6038522999733686,1688,52,115,612,14,11.071067811865476,0.006121600046753883,6,0,20,15,3,True
15,15,0.35,10,ostacoli_5,8,"(4, 1)","(12, 11)",13.899494936611665,1.7428838999476284,1904,92,93,552,12,13.899494936611665,0.04242009995505214,49,2,73,89,6,True
15,15,0.35,10,ostacoli_5,9,"(4, 3)","(10, 9)",9.071067811865476,0.005233299918472767,6,0,21,16,3,9.071067811865476,0.15872230008244514,166,5,80,33,11,True
15,15,0.35,10,ostacoli_5,10,"(0, 0)","(14, 9)",18.31370849898476,0.062305100029334426,71,6,68,75,5,18.31370849898476,0.00601690006442368,6,0,29,24,3,True
